0.6383	0.000535267	8.00436
0.7183	0.000602354	8.00442
0.7184	0.000602437	8.00442
0.7185	0.000602521	8.00442
0.7186	0.000602605	8.00442
0.7187	0.000602689	8.00442
0.7188	0.000602773	8.00442
0.7189	0.000602857	8.00442
0.7341	0.000615603	8.00445
0.7342	0.000615687	8.00445
0.7343	0.000615771	8.00445
0.7344	0.000615855	8.00445
0.7345	0.000615939	8.00445
0.7346	0.000616022	8.00445
0.7347	0.000616106	8.00445
0.7348	0.00061619	8.00445
0.7349	0.000616274	8.00445
0.735	0.000616358	8.00445
0.7351	0.000616442	8.00445
0.7352	0.000616526	8.00445
0.7353	0.000616609	8.00445
0.7354	0.000616693	8.00445
0.7355	0.000616777	8.00445
0.7356	0.000616861	8.00445
0.7357	0.000616945	8.00445
0.7358	0.000617029	8.00445
0.7359	0.000617113	8.00445
0.736	0.000617196	8.00445
0.7361	0.00061728	8.00445
0.7362	0.000617364	8.00445
0.7363	0.000617448	8.00445
0.7364	0.000617532	8.00445
0.7365	0.000617616	8.00445
0.7366	0.0006177	8.00445
0.7367	0.000617783	8.00445
0.7368	0.000617867	8.00445
0.7369	0.000617951	8.00445
0.737	0.000618035	8.00445
0.7371	0.000618119	8.00445
0.7372	0.000618203	8.00445
0.7373	0.000618287	8.00445
0.7374	0.00061837	8.00445
0.7375	0.000618454	8.00445
0.7376	0.000618538	8.00445
0.7377	0.000618622	8.00445
0.7378	0.000618706	8.00445
0.7379	0.00061879	8.00445
0.738	0.000618874	8.00445
0.7381	0.000618957	8.00445
0.7382	0.000619041	8.00445
0.7383	0.000619125	8.00445
0.7384	0.000619209	8.00445
0.7385	0.000619293	8.00445
0.7386	0.000619377	8.00445
0.7387	0.000619461	8.00445
0.7388	0.000619544	8.00445
0.7389	0.000619628	8.00445
0.739	0.000619712	8.00445
0.7391	0.000619796	8.00445
0.7392	0.00061988	8.00445
0.7393	0.000619964	8.00445
0.7394	0.000620048	8.00445
0.7395	0.000620131	8.00445
0.7396	0.000620215	8.00445
0.7397	0.000620299	8.00445
0.7398	0.000620383	8.00445
0.7399	0.000620467	8.00445
0.74	0.000620551	8.00445
0.7401	0.000620635	8.00445
0.7402	0.000620718	8.00445
0.7403	0.000620802	8.00445
0.7404	0.000620886	8.00445
0.7405	0.00062097	8.00445
0.7406	0.000621054	8.00445
0.7407	0.000621138	8.00445
0.7408	0.000621222	8.00445
0.7409	0.000621305	8.00445
0.741	0.000621389	8.00445
0.7411	0.000621473	8.00445
0.7412	0.000621557	8.00445
0.7413	0.000621641	8.00445
0.7414	0.000621725	8.00445
0.7415	0.000621809	8.00445
0.7416	0.000621892	8.00445
0.7417	0.000621976	8.00445
0.7418	0.00062206	8.00445
0.7419	0.000622144	8.00445
0.742	0.000622228	8.00445
0.7421	0.000622312	8.00445
0.7422	0.000622396	8.00445
0.7423	0.000622479	8.00445
0.7424	0.000622563	8.00445
0.7425	0.000622647	8.00445
0.7426	0.000622731	8.00445
0.7427	0.000622815	8.00445
0.7428	0.000622899	8.00445
0.7429	0.000622983	8.00445
0.743	0.000623066	8.00445
0.7431	0.00062315	8.00445
0.7432	0.000623234	8.00445
0.7433	0.000623318	8.00445
0.7434	0.000623402	8.00445
0.7435	0.000623486	8.00445
0.7436	0.00062357	8.00445
0.7437	0.000623653	8.00445
0.7438	0.000623737	8.00445
0.7439	0.000623821	8.00445
0.744	0.000623905	8.00445
0.7441	0.000623989	8.00445
0.7442	0.000624073	8.00445
0.7443	0.000624157	8.00445
0.7444	0.000624241	8.00445
0.7445	0.000624324	8.00445
0.7446	0.000624408	8.00445
0.7447	0.000624492	8.00445
0.7448	0.000624576	8.00445
