0.6366	0.000533841	8.00434
0.7441	0.000623989	8.00443
0.7442	0.000624073	8.00443
0.7443	0.000624157	8.00443
0.7444	0.000624241	8.00443
0.7445	0.000624324	8.00443
0.7614	0.000638496	8.00447
0.7615	0.00063858	8.00447
0.7616	0.000638664	8.00447
0.7617	0.000638748	8.00447
0.7618	0.000638832	8.00447
0.7619	0.000638916	8.00447
0.762	0.000639	8.00447
0.7621	0.000639083	8.00447
0.7622	0.000639167	8.00447
0.7623	0.000639251	8.00447
0.7624	0.000639335	8.00447
0.7625	0.000639419	8.00447
0.7626	0.000639503	8.00447
0.7627	0.000639587	8.00447
0.7628	0.00063967	8.00447
0.7629	0.000639754	8.00447
0.763	0.000639838	8.00447
0.7631	0.000639922	8.00447
0.7632	0.000640006	8.00447
0.7633	0.00064009	8.00447
0.7634	0.000640174	8.00447
0.7635	0.000640257	8.00447
0.7636	0.000640341	8.00447
0.7637	0.000640425	8.00447
0.7638	0.000640509	8.00447
0.7639	0.000640593	8.00447
0.764	0.000640677	8.00447
0.7641	0.000640761	8.00447
0.7642	0.000640844	8.00447
0.7643	0.000640928	8.00447
0.7644	0.000641012	8.00447
0.7645	0.000641096	8.00447
0.7646	0.00064118	8.00447
0.7647	0.000641264	8.00447
0.7648	0.000641348	8.00447
0.7649	0.000641431	8.00447
0.765	0.000641515	8.00447
0.7651	0.000641599	8.00447
0.7652	0.000641683	8.00447
0.7653	0.000641767	8.00447
0.7654	0.000641851	8.00447
0.7655	0.000641935	8.00447
0.7656	0.000642018	8.00447
0.7657	0.000642102	8.00447
0.7658	0.000642186	8.00447
0.7659	0.00064227	8.00447
0.766	0.000642354	8.00447
0.7661	0.000642438	8.00447
0.7662	0.000642522	8.00447
0.7663	0.000642605	8.00447
0.7664	0.000642689	8.00447
0.7665	0.000642773	8.00447
0.7666	0.000642857	8.00447
0.7667	0.000642941	8.00447
0.7668	0.000643025	8.00447
0.7669	0.000643109	8.00447
0.767	0.000643192	8.00447
0.7671	0.000643276	8.00447
0.7672	0.00064336	8.00447
0.7673	0.000643444	8.00447
0.7674	0.000643528	8.00447
0.7675	0.000643612	8.00447
0.7676	0.000643696	8.00447
0.7677	0.000643779	8.00447
